exaggerate,agger,exaggerate,exaggerate,exaggerate,exaggerate,4
excavate,cavat,excavate,excavate,excavate,excavate,4
exclaim,claim,exclaim,exclaim,exclaim,exclaim,4
exclusion,exclus,exclusion,exclusion,exclusion,exclusion,4
exempt,empt,exempt,exempt,exempt,exempt,4
exert,ert,exert,exert,exert,exert,4
exile,e,exile,exile,exile,exile,4
exit,it,exit,exit,exit,exit,4
exotic,otic,exotic,exotic,exotic,exotic,4
expedition,expedit,expedition,expedition,expedition,expedition,4
expertise,expertis,expertise,expertise,expertise,expertise,4
explode,explod,explode,explode,explode,explode,4
eyebrow,eyebrow,eyebrow,eyebrow,eyebrow,eyebrow,4
faction,faction,faction,faction,faction,faction,4
fake,fake,fake,fake,fake,fake,4
fame,fame,fame,fame,fame,fame,4
fare,fare,fare,fare,fare,fare,4
fatal,fatal,fatal,fatal,fatal,fatal,4
fax,fax,fax,fax,fax,fax,4
federate,feder,federate,federate,federate,federate,4
feminine,feminin,feminine,feminine,feminine,feminine,4
ferry,ferri,ferry,ferry,ferry,ferry,4
fever,fever,fever,fever,fever,fever,4
fined,fine,fined,fin,fined,fined,4
fiscal,fiscal,fiscal,fiscal,fiscal,fiscal,4
fist,fist,fist,fist,fist,fist,4
flank,flank,flank,flank,flank,flank,4
flap,flap,flap,flap,flap,flap,4
flaw,flaw,flaw,flaw,flaw,flaw,4
fleet,fleet,fleet,fleet,fleet,fleet,4
flick,flick,flick,flick,flick,flick,4
flicker,flicker,flicker,flicker,flicker,flicker,4
fling,fling,fling,fling,fling,fling,4
flock,flock,flock,flock,flock,flock,4
flour,flour,flour,flour,flour,flour,4
flourish,flourish,flourish,flourish,flourish,flourish,4
fluid,fluid,fluid,fluid,fluid,fluid,4
flush,flush,flush,flush,flush,flush,4
fog,fog,fog,fog,fog,fog,4
fond,fond,fond,fond,fond,fond,4
forbid,forbid,forbid,forbid,forbid,forbid,4
fore,fore,fore,fore,fore,fore,4
forehead,head,forehead,forehead,forehead,forehead,4
foresee,see,foresee,foresee,foresee,foresee,4
forge,forg,forge,forge,forge,forge,4
fork,fork,fork,fork,fork,fork,4
fort,fort,fort,fort,fort,fort,4
forum,forum,forum,forum,forum,forum,4
fossil,fossil,fossil,fossil,fossil,fossil,4
foul,foul,foul,foul,foul,foul,4
fraction,fraction,fraction,fraction,fraction,fraction,4
fracture,fractur,fracture,fracture,fracture,fracture,4
fragile,fragil,fragile,fragile,fragile,fragile,4
franchise,franchis,franchise,franchise,franchise,franchise,4
fraud,fraud,fraud,fraud,fraud,fraud,4
fringe,fring,fringe,fringe,fringe,fringe,4
frontier,frontier,frontier,frontier,frontier,frontier,4
frown,frown,frown,frown,frown,frown,4
furious,furiou,furious,furious,furious,furious,4
furnish,furnish,furnish,furnish,furnish,furnish,4
fuse,fuse,fuse,fuse,fuse,fuse,4
galaxy,galaxi,galaxy,galaxy,galaxy,galaxy,4
gallon,gallon,gallon,gallon,gallon,gallon,4
gamble,gambl,gamble,gamble,gamble,gamble,4
garlic,garlic,garlic,garlic,garlic,garlic,4
gasp,gasp,gasp,gasp,gasp,gasp,4
gauge,gaug,gauge,gauge,gauge,gauge,4
genius,geniu,genius,genius,genius,genius,4
genre,genr,genre,genre,genre,genre,4
geology,geolog,geology,geology,geology,geology,4
geometry,geometri,geometry,geometry,geometry,geometry,4
glamour,glamour,glamour,glamour,glamour,glamour,4
glare,glare,glare,glare,glare,glare,4
gleam,gleam,gleam,gleam,gleam,gleam,4
glide,glide,glide,glide,glide,glide,4
glimpse,glimps,glimpse,glimpse,glimpse,glimpse,4
gloom,gloom,gloom,gloom,gloom,gloom,4
glove,glove,glove,glove,glove,glove,4
glue,glue,glue,glue,glue,glue,4
goat,goat,goat,goat,goat,goat,4
gospel,gospel,gospel,gospel,gospel,gospel,4
gossip,gossip,gossip,gossip,gossip,gossip,4
graph,graph,graph,graph,graph,graph,4
gravel,gravel,gravel,gravel,gravel,gravel,4
graze,graze,graze,graze,graze,graze,4
grease,greas,grease,grease,grease,grease,4
greed,greed,greed,greed,greed,greed,4
greenhouse,greenhous,greenhouse,greenhouse,greenhouse,greenhouse,4
grid,grid,grid,grid,grid,grid,4
grief,grief,grief,grief,grief,grief,4
grill,grill,grill,grill,grill,grill,4
grim,grim,grim,grim,grim,grim,4
grind,grind,grind,grind,grind,grind,4
guardian,guardian,guardian,guardian,guardian,guardian,4
guerrilla,guerrilla,guerrilla,guerrilla,guerrilla,guerrilla,4
gulf,gulf,gulf,gulf,gulf,gulf,4
gut,gut,gut,gut,gut,gut,4
habitat,habitat,habitat,habitat,habitat,habitat,4
hammer,hammer,hammer,hammer,hammer,hammer,4
handicap,handicap,handicap,handicap,handicap,handicap,4
handsome,handsom,handsome,handsome,handsome,handsome,4
harass,harass,harass,harass,harass,harass,4
hardware,hardwar,hardware,hardware,hardware,hardware,4
harmony,harmoni,harmony,harmony,harmony,harmony,4
harvest,harvest,harvest,harvest,harvest,harvest,4
haste,hast,haste,haste,haste,haste,4
hatch,hatch,hatch,hatch,hatch,hatch,4
haul,haul,haul,haul,haul,haul,4
haunt,haunt,haunt,haunt,haunt,haunt,4
heir,heir,heir,heir,heir,heir,4
helicopter,helicopt,helicopter,helicopter,helicopter,helicopter,4
helmet,helmet,helmet,helmet,helmet,helmet,4
herb,herb,herb,herb,herb,herb,4
herd,herd,herd,herd,herd,herd,4
hierarchy,hierarchi,hierarchy,hierarchy,hierarchy,hierarchy,4
hollow,hollow,hollow,hollow,hollow,hollow,4
homosexual,sexual,homosexual,homosexual,homosexual,homosexual,4
hood,hood,hood,hood,hood,hood,4
hop,hop,hop,hop,hop,hop,4
horizon,horizon,horizon,horizon,horizon,horizon,4
horizontal,horizont,horizontal,horizontal,horizontal,horizontal,4
hormone,hormon,hormone,hormone,hormone,hormone,4
horn,horn,horn,horn,horn,horn,4
hostage,hostag,hostage,hostage,hostage,hostage,4
hug,hug,hug,hug,hug,hug,4
humble,humbl,humble,humble,humble,humble,4
humiliate,humili,humiliate,humiliate,humiliate,humiliate,4
hurricane,hurrican,hurricane,hurricane,hurricane,hurricane,4
hut,hut,hut,hut,hut,hut,4
hybrid,hybrid,hybrid,hybrid,hybrid,hybrid,4
hydrogen,hydrogen,hydrogen,hydrogen,hydrogen,hydrogen,4
identical,ident,identical,identical,identical,identical,4
ideological,ideolog,ideological,ideological,ideological,ideological,4
idle,idl,idle,idle,idle,idle,4
illuminate,lumin,illuminate,illuminate,illuminate,illuminate,4
illusion,illus,illusion,illusion,illusion,illusion,4
imitate,imit,imitate,imitate,imitate,imitate,4
immense,mens,immense,immense,immense,immense,4
immigrate,migrat,immigrate,immigrate,immigrate,immigrate,4
impair,pair,impair,impair,impair,impair,4
impatient,patient,impatient,impatient,impatient,impatient,4
implicit,implicit,implicit,implicit,implicit,implicit,4
impulse,puls,impulse,impulse,impulse,impulse,4
incidence,incid,incidence,incidence,incidence,incidence,4
incline,cline,incline,incline,incline,incline,4
inclusion,inclus,inclusion,inclusion,inclusion,inclusion,4
indifferent,differ,indifferent,indifferent,indifferent,indifferent,4
indigenous,digen,indigenous,indigenous,indigenous,indigenous,4
indirect,direct,indirect,indirect,indirect,indirect,4
induce,duce,induce,induce,induce,induce,4
indulge,indulg,indulge,indulge,indulge,indulge,4
infer,infer,infer,infer,infer,infer,4
infinite,finit,infinite,infinite,infinite,infinite,4
inflame,flame,inflame,inflame,inflame,inflame,4
informal,formal,informal,informal,informal,informal,4
infrastructure,structur,infrastructure,infrastructure,infrastructure,infrastructure,4
inherent,inher,inherent,inherent,inherent,inherent,4
inhibit,inhibit,inhibit,inhibit,inhibit,inhibit,4
ink,k,ink,ink,ink,ink,4
inn,n,inn,inn,inn,inn,4
innovative,nov,innovative,innovative,innovative,innovative,4
insect,sect,insect,insect,insect,insect,4
insulate,insul,insulate,insulate,insulate,insulate,4
insult,insult,insult,insult,insult,insult,4
intact,tact,intact,intact,intact,intact,4
integral,integr,integral,integral,integral,integral,4
integrity,integr,integrity,integrity,integrity,integrity,4
intelligent,intellig,intelligent,intelligent,intelligent,intelligent,4
interface,face,interface,interface,interface,interface,4
interim,interim,interim,interim,interim,interim,4
interval,interv,interval,interval,interval,interval,4
intimidate,intimid,intimidate,intimidate,intimidate,intimidate,4
intrigue,intrigu,intrigue,intrigue,intrigue,intrigue,4
invade,vade,invade,invade,invade,invade,4
invoke,invok,invoke,invoke,invoke,invoke,4
irritate,irrit,irritate,irritate,irritate,irritate,4
jar,jar,jar,jar,jar,jar,4
jazz,jazz,jazz,jazz,jazz,jazz,4
jerk,jerk,jerk,jerk,jerk,jerk,4
jewelry,jewelri,jewelry,jewelry,jewelry,jewelry,4
judicial,judici,judicial,judicial,judicial,judicial,4
jungle,jungl,jungle,jungle,jungle,jungle,4
jurisdiction,jurisdict,jurisdiction,jurisdiction,jurisdiction,jurisdiction,4
juvenile,juvenil,juvenile,juvenile,juvenile,juvenile,4
keyboard,keyboard,keyboard,keyboard,keyboard,keyboard,4
kidnap,kidnap,kidnap,kidnap,kidnap,kidnap,4
kilogram,kilogram,kilogram,kilogram,kilogram,kilogram,4
kin,kin,kin,kin,kin,kin,4
kit,kit,kit,kit,kit,kit,4
kneel,kneel,kneel,kneel,kneel,kneel,4
knot,knot,knot,knot,knot,knot,4
lace,lace,lace,lace,lace,lace,4
ladder,ladder,ladder,ladder,ladder,ladder,4
landlord,landlord,landlord,landlord,landlord,landlord,4
lap,lap,lap,lap,lap,lap,4
laser,laser,laser,laser,laser,laser,4
laundry,laundri,laundry,laundry,laundry,laundry,4
leaf,leaf,leaf,leaf,leaf,leaf,4
legacy,legaci,legacy,legacy,legacy,legacy,4
legislature,legislatur,legislature,legislature,legislature,legislature,4
leisure,leisur,leisure,leisure,leisure,leisure,4
lemon,lemon,lemon,lemon,lemon,lemon,4
lens,len,lens,lens,lens,lens,4
lesbian,lesbian,lesbian,lesbian,lesbian,lesbian,4
lever,lever,lever,lever,lever,lever,4
lick,lick,lick,lick,lick,lick,4
lieutenant,lieuten,lieutenant,lieutenant,lieutenant,lieutenant,4
likewise,likewis,likewise,likewise,likewise,likewise,4
limb,limb,limb,limb,limb,limb,4
linear,linear,linear,linear,linear,linear,4
linger,linger,linger,linger,linger,linger,4
linguistic,linguist,linguistic,linguistic,linguistic,linguistic,4
literacy,literaci,literacy,literacy,literacy,literacy,4
lively,live,lively,lively,lively,lively,4
liver,liver,liver,liver,liver,liver,4
longing,long,longing,long,longing,longing,4
loom,loom,loom,loom,loom,loom,4
loop,loop,loop,loop,loop,loop,4
lounge,loung,lounge,lounge,lounge,lounge,4
lung,lung,lung,lung,lung,lung,4
lyric,lyric,lyric,lyric,lyric,lyric,4
magnificent,magnific,magnificent,magnificent,magnificent,magnificent,4
magnitude,magnitud,magnitude,magnitude,magnitude,magnitude,4
mammal,mammal,mammal,mammal,mammal,mammal,4
mandate,mandat,mandate,mandate,mandate,mandate,4
manuscript,manuscript,manuscript,manuscript,manuscript,manuscript,4
marble,marbl,marble,marble,marble,marble,4
marched,march,marched,march,marched,marched,4
mat,mat,mat,mat,mat,mat,4
matrix,matrix,matrix,matrix,matrix,matrix,4
maximize,maxim,maximize,maximize,maximize,maximize,4
meantime,meantim,meantime,meantime,meantime,meantime,4
medal,medal,medal,medal,medal,medal,4
mediate,mediat,mediate,mediate,mediate,mediate,4
medieval,mediev,medieval,medieval,medieval,medieval,4
melody,melodi,melody,melody,melody,melody,4
merchant,merchant,merchant,merchant,merchant,merchant,4
mercy,merci,mercy,mercy,mercy,mercy,4
merit,merit,merit,merit,merit,merit,4
metaphor,metaphor,metaphor,metaphor,metaphor,metaphor,4
metropolitan,metropolitan,metropolitan,metropolitan,metropolitan,metropolitan,4
mid,mid,mid,mid,mid,mid,4
mighty,mighti,mighty,mighty,mighty,mighty,4
militant,milit,militant,militant,militant,militant,4
milligram,milligram,milligram,milligram,milligram,milligram,4
mineral,miner,mineral,mineral,mineral,mineral,4
minimal,minim,minimal,minimal,minimal,minimal,4
minimize,minim,minimize,minimize,minimize,minimize,4
miracle,miracl,miracle,miracle,miracle,miracle,4
miserable,miser,miserable,miserable,miserable,miserable,4
mist,t,mist,mist,mist,mist,4
mobilize,mobil,mobilize,mobilize,mobilize,mobilize,4
mock,mock,mock,mock,mock,mock,4
moisture,moistur,moisture,moisture,moisture,moisture,4
momentum,momentum,momentum,momentum,momentum,momentum,4
monarch,monarch,monarch,monarch,monarch,monarch,4
monetary,monetari,monetary,monetary,monetary,monetary,4
monopoly,poli,monopoly,monopoly,monopoly,monopoly,4
monument,monument,monument,monument,monument,monument,4
mold,mold,mold,mold,mold,mold,4
mourn,mourn,mourn,mourn,mourn,mourn,4
ms,ms,m,ms,m,m,4
multiply,multipli,multiply,multiply,multiply,multiply,4
municipal,municip,municipal,municipal,municipal,municipal,4
murmur,murmur,murmur,murmur,murmur,murmur,4
mushroom,mushroom,mushroom,mushroom,mushroom,mushroom,4
mutter,mutter,mutter,mutter,mutter,mutter,4
navigate,navig,navigate,navigate,navigate,navigate,4
necessity,necess,necessity,necessity,necessity,necessity,4
needle,needl,needle,needle,needle,needle,4
nightmare,nightmar,nightmare,nightmare,nightmare,nightmare,4
noble,nobl,noble,noble,noble,noble,4
nonetheless,nonetheless,nonetheless,nonetheless,nonetheless,nonetheless,4
nonsense,sens,nonsense,nonsense,nonsense,nonsense,4
noon,noon,noon,noon,noon,noon,4
norm,norm,norm,norm,norm,norm,4
notorious,notori,notorious,notorious,notorious,notorious,4
bought,bought,bought,buy,bought,bought,4
nursery,nurseri,nursery,nursery,nursery,nursery,4
nutrition,nutrit,nutrition,nutrition,nutrition,nutrition,4
obey,obey,obey,obey,obey,obey,4
obscure,obscur,obscure,obscure,obscure,obscure,4
obsess,obsess,ob,obsess,ob,ob,4
obstacle,obstacl,obstacle,obstacle,obstacle,obstacle,4
obstruct,obstruct,obstruct,obstruct,obstruct,obstruct,4
odor,odor,odor,odor,odor,odor,4
offset,offset,offset,offset,offset,offset,4
olive,oliv,olive,olive,olive,olive,4
omit,omit,omit,omit,omit,omit,4
ongoing,ongo,ongoing,ongoing,ongoing,ongoing,4
oppress,oppress,oppress,oppress,oppress,oppress,4
opt,opt,opt,opt,opt,opt,4
optic,optic,optic,optic,optic,optic,4
optimist,optimist,optimist,optimist,optimist,optimist,4
orbit,orbit,orbit,orbit,orbit,orbit,4
orchestra,orchestra,orchestra,orchestra,orchestra,orchestra,4
organism,organ,organism,organism,organism,organism,4
originate,origin,originate,originate,originate,originate,4
orthodox,orthodox,orthodox,orthodox,orthodox,orthodox,4
ounce,ounc,ounce,ounce,ounce,ounce,4
outfit,fit,outfit,outfit,outfit,outfit,4
outlet,let,outlet,outlet,outlet,outlet,4
outlook,look,outlook,outlook,outlook,outlook,4
overhead,head,overhead,overhead,overhead,overhead,4
overlap,lap,overlap,overlap,overlap,overlap,4
overnight,night,overnight,overnight,overnight,overnight,4
oversee,see,oversee,oversee,oversee,oversee,4
owl,owl,owl,owl,owl,owl,4
oxygen,oxygen,oxygen,oxygen,oxygen,oxygen,4
ozone,ozon,ozone,ozone,ozone,ozone,4
packet,packet,packet,packet,packet,packet,4
parade,de,parade,parade,parade,parade,4
paradox,paradox,paradox,paradox,paradox,paradox,4
parameter,meter,parameter,parameter,parameter,parameter,4
particle,particl,particle,particle,particle,particle,4
passive,passiv,passive,passive,passive,passive,4
patent,patent,patent,patent,patent,patent,4
patience,patienc,patience,patience,patience,patience,4
patriot,patriot,patriot,patriot,patriot,patriot,4
patrol,patrol,patrol,patrol,patrol,patrol,4
patron,patron,patron,patron,patron,patron,4
pearl,pearl,pearl,pearl,pearl,pearl,4
peculiar,peculiar,peculiar,peculiar,peculiar,peculiar,4
peel,peel,peel,peel,peel,peel,4
peered,peer,peered,peer,peered,peered,4
pencil,pencil,pencil,pencil,pencil,pencil,4
penetrate,penetr,penetrate,penetrate,penetrate,penetrate,4
periphery,peripheri,periphery,periphery,periphery,periphery,4
petition,petit,petition,petition,petition,petition,4
physician,physician,physician,physician,physician,physician,4
physics,physic,physic,physics,physic,physic,4
pilgrim,pilgrim,pilgrim,pilgrim,pilgrim,pilgrim,4
pill,pill,pill,pill,pill,pill,4
pillow,pillow,pillow,pillow,pillow,pillow,4
pinch,pinch,pinch,pinch,pinch,pinch,4
pioneer,pioneer,pioneer,pioneer,pioneer,pioneer,4
plague,plagu,plague,plague,plague,plague,4
plaintiff,plaintiff,plaintiff,plaintiff,plaintiff,plaintiff,4
plea,plea,plea,plea,plea,plea,4
plead,plead,plead,plead,plead,plead,4
pledge,pledg,pledge,pledge,pledge,pledge,4
plunge,plung,plunge,plunge,plunge,plunge,4
plural,plural,plural,plural,plural,plural,4
poke,poke,poke,poke,poke,poke,4
polar,polar,polar,polar,polar,polar,4
pond,pond,pond,pond,pond,pond,4
